geo_id,deped_id,school_name,address,adm0,adm1,adm2,longitude,latitude,adm3
LAO-000000,20101001,B. Bonangoua,,LAO,Vientiane Capital,Chanthabuly,102.598539,18.010079,
LAO-000001,20101002,B. Sibounhuang,,LAO,Vientiane Capital,Chanthabuly,102.62226,17.978779,
LAO-000002,20101003,B. Hongkaikeo,,LAO,Vientiane Capital,Chanthabuly,102.62334,17.984409,
LAO-000003,20101004,B. Hongkha-Nua,,LAO,Vientiane Capital,Chanthabuly,102.603607,17.97653,
LAO-000004,20101006,B. Dongmiang,,LAO,Vientiane Capital,Chanthabuly,102.60962,17.977439,
LAO-000005,20101007,B. Sibounhuang,,LAO,Vientiane Capital,Chanthabuly,102.62226,17.978779,
LAO-000006,20101008,B. Sisavat,,LAO,Vientiane Capital,Chanthabuly,102.612825,17.97289,
LAO-000007,20101010,B. Sisavat,,LAO,Vientiane Capital,Chanthabuly,102.612825,17.97289,
LAO-000008,20101011,B. Sisavat,,LAO,Vientiane Capital,Chanthabuly,102.612825,17.97289,
LAO-000009,20101012,B. Sisavat,,LAO,Vientiane Capital,Chanthabuly,102.612825,17.97289,
LAO-000010,20101013,B. Khoualouang-Nua,,LAO,Vientiane Capital,Chanthabuly,102.60187,17.97313,
LAO-000011,20101014,B. Sibounhuang,,LAO,Vientiane Capital,Chanthabuly,102.62226,17.978779,
LAO-000012,20101015,B. Sidamdouan,,LAO,Vientiane Capital,Chanthabuly,102.61634,17.975319,
LAO-000013,20101016,B. Hatsadi,,LAO,Vientiane Capital,Chanthabuly,102.614253,17.96973,
LAO-000014,20101017,B. Dondeng,,LAO,Vientiane Capital,Chanthabuly,102.60795,17.999849,
LAO-000015,20101018,B. Nongtha-Nua,,LAO,Vientiane Capital,Chanthabuly,102.60926,18.006519,
LAO-000016,20101019,B. Dongpalep,,LAO,Vientiane Capital,Sikhottabong,102.604895,17.98739,
LAO-000017,20101020,B. Anou,,LAO,Vientiane Capital,Chanthabuly,102.606999,17.968689,
LAO-000018,20101021,B. Phontongsavat,,LAO,Vientiane Capital,Chanthabuly,102.61844,17.992519,
LAO-000019,20102001,B. Gnapha,,LAO,Vientiane Capital,Sikhottabong,102.559649,17.972219,
LAO-000020,20102002,B. Dankham,,LAO,Vientiane Capital,Sikhottabong,102.526428,17.977839,
LAO-000021,20102003,B. Oupmoung,,LAO,Vientiane Capital,Sikhottabong,102.584119,17.969468,
LAO-000022,20102004,B. Dongnaxok-Tai,,LAO,Vientiane Capital,Sikhottabong,102.574899,17.987969,
LAO-000023,20102005,B. Nongniao,,LAO,Vientiane Capital,Sikhottabong,102.545638,18.007059,
LAO-000024,20102006,B. Phonkham,,LAO,Vientiane Capital,Sikhottabong,102.601219,17.996739,
LAO-000025,20102009,B. Muangva-Thong,,LAO,Vientiane Capital,Sikhottabong,102.563969,17.973629,
LAO-000026,20102010,B. Sithan-Nua,,LAO,Vientiane Capital,Sikhottabong,102.596089,17.966968,
LAO-000027,20102011,B. Thongpong,,LAO,Vientiane Capital,Sikhottabong,102.539598,17.992779,
LAO-000028,20102012,B. Chansavang,,LAO,Vientiane Capital,Sikhottabong,102.524048,18.02043,
LAO-000029,20102013,B. Sithan-Nua,,LAO,Vientiane Capital,Sikhottabong,102.596089,17.966968,
LAO-000030,20102014,B. Muangva-Thong,,LAO,Vientiane Capital,Sikhottabong,102.563969,17.973629,
LAO-000031,20102016,B. Kaoliao,,LAO,Vientiane Capital,Sikhottabong,102.533708,17.977389,
LAO-000032,20102017,B. Thongpong,,LAO,Vientiane Capital,Sikhottabong,102.539598,17.992779,
LAO-000033,20102018,B. Nongbuk-Tai,,LAO,Vientiane Capital,Sikhottabong,102.583229,18.02373,
LAO-000034,20102019,B. Nongbouathong-Nua,,LAO,Vientiane Capital,Sikhottabong,102.598229,17.990229,
LAO-000035,20102020,B. Dankham,,LAO,Vientiane Capital,Sikhottabong,102.526428,17.977839,
LAO-000036,20102021,B. Nongniao,,LAO,Vientiane Capital,Sikhottabong,102.545638,18.007059,
LAO-000037,20102023,B. Xamket,,LAO,Vientiane Capital,Sikhottabong,102.576549,18.02234,
LAO-000038,20102024,B. Nongbouathong-Tai,,LAO,Vientiane Capital,Sikhottabong,102.598941,17.988157,
LAO-000039,20102025,B. Phosi,,LAO,Vientiane Capital,Sikhottabong,102.553508,17.983899,
LAO-000040,20102026,B. Mai,,LAO,Vientiane Capital,Sikhottabong,102.467016,17.977719,
LAO-000041,20102027,B. Nongdouang-Thong,,LAO,Vientiane Capital,Sikhottabong,102.596409,17.978209,
LAO-000042,20102028,B. Nongbuk-Tai,,LAO,Vientiane Capital,Sikhottabong,102.58337,18.02367,
LAO-000043,20102029,B. Nongteng-Nua,,LAO,Vientiane Capital,Sikhottabong,102.53889,18.01813,
LAO-000044,20102030,B. Phosi,,LAO,Vientiane Capital,Sikhottabong,102.55365,17.98384,
LAO-000045,20102031,B. Khounta-Thong,,LAO,Vientiane Capital,Sikhottabong,102.59057,17.96909,
LAO-000046,20103001,B. Nonkho-Tai,,LAO,Vientiane Capital,Xaysetha,102.664141,17.969559,
LAO-000047,20103002,B. Nongsangtho,,LAO,Vientiane Capital,Xaysetha,102.62818,17.981889,
LAO-000048,20103003,B. Nongniang,,LAO,Vientiane Capital,Xaysetha,102.650119,18.00432,
LAO-000049,20103004,B. Nakhoay-Tai,,LAO,Vientiane Capital,Xaysetha,102.702332,17.943538,
LAO-000050,20103005,B. Doung-Gnai,,LAO,Vientiane Capital,Xaysetha,102.70332,17.98346,
LAO-000051,20103006,B. Xok-Noy,,LAO,Vientiane Capital,Xaysetha,102.693492,18.01041,
LAO-000052,20103007,B. Muang-Noy,,LAO,Vientiane Capital,Xaysetha,102.673681,17.943458,
LAO-000053,20103008,B. Thatlouang-Tai,,LAO,Vientiane Capital,Xaysetha,102.63784,17.975329,
LAO-000054,20103009,B. Nongbon,,LAO,Vientiane Capital,Xaysetha,102.63066,17.974599,
LAO-000055,20103010,B. Saphangmo,,LAO,Vientiane Capital,Xaysetha,102.63497,17.961168,
LAO-000056,20103011,B. Saphangmo,,LAO,Vientiane Capital,Xaysetha,102.63497,17.961168,
LAO-000057,20103012,B. Chommani-Tai,,LAO,Vientiane Capital,Xaysetha,102.64016,18.00002,
LAO-000058,20103013,B. Chommani-Nua,,LAO,Vientiane Capital,Xaysetha,102.6281,18.00614,
LAO-000059,20103015,B. Phonkheng,,LAO,Vientiane Capital,Xaysetha,102.63431,17.985359,
LAO-000060,20103016,B. Khamsavat,,LAO,Vientiane Capital,Xaysetha,102.672431,17.963088,
LAO-000061,20103017,B. Nongbon,,LAO,Vientiane Capital,Xaysetha,102.63066,17.974599,
LAO-000062,20103018,B. Nonsanga,,LAO,Vientiane Capital,Xaysetha,102.657971,17.992879,
LAO-000063,20103019,B. Nonsanga,,LAO,Vientiane Capital,Xaysetha,102.657971,17.992879,
LAO-000064,20103020,B. Phonphanao,,LAO,Vientiane Capital,Xaysetha,102.63696,17.991519,
LAO-000065,20103021,B. Vangxay,,LAO,Vientiane Capital,Xaysetha,102.657401,17.987539,
LAO-000066,20103023,B. Phonthan-Tai,,LAO,Vientiane Capital,Xaysetha,102.6412,17.95363,
LAO-000067,20104001,B. Chomphet-Tai,,LAO,Vientiane Capital,Sisattanak,102.62354,17.909207,
LAO-000068,20104002,B. Phanman,,LAO,Vientiane Capital,Sisattanak,102.61623,17.927018,
LAO-000069,20104003,B. Kaognot,,LAO,Vientiane Capital,Sisattanak,102.61507,17.960518,
LAO-000070,20104004,B. Thong-Kang,,LAO,Vientiane Capital,Sisattanak,102.62542,17.935378,
LAO-000071,20104005,B. Souanmon,,LAO,Vientiane Capital,Sisattanak,102.61846,17.920547,
LAO-000072,20104006,B. Thatkhao,,LAO,Vientiane Capital,Sisattanak,102.6173,17.953268,
LAO-000073,20104009,B. Chomphet-Nua,,LAO,Vientiane Capital,Sisattanak,102.62371,17.913547,
LAO-000074,20104010,B. Phonpapao-Tha,,LAO,Vientiane Capital,Sisattanak,102.63384,17.94508,
LAO-000075,20104011,B. Chomphet-Nua,,LAO,Vientiane Capital,Sisattanak,102.62371,17.913547,
LAO-000076,20104013,B. Bungkhagnong,,LAO,Vientiane Capital,Sisattanak,102.6206,17.948188,
LAO-000077,20104014,B. Khoknin,,LAO,Vientiane Capital,Sisattanak,102.61879,17.911447,
LAO-000078,20104016,B. Sokpalouang,,LAO,Vientiane Capital,Sisattanak,102.62551,17.944748,
LAO-000079,20104017,B. Chomphet-Nua,,LAO,Vientiane Capital,Sisattanak,102.62371,17.913547,
LAO-000080,20104018,B. Saphanthong-Kang,,LAO,Vientiane Capital,Sisattanak,102.63312,17.95403,
LAO-000081,20104019,B. Phapho,,LAO,Vientiane Capital,Sisattanak,102.61799,17.955698,
LAO-000082,20104020,B. Thong-Kang,,LAO,Vientiane Capital,Sisattanak,102.62542,17.935378,
LAO-000083,20104021,B. Sokpalouang,,LAO,Vientiane Capital,Sisattanak,102.62551,17.944748,
LAO-000084,20104022,B. Chomphet-Nua,,LAO,Vientiane Capital,Sisattanak,102.62371,17.913547,
LAO-000085,20104023,B. Thong-Kang,,LAO,Vientiane Capital,Sisattanak,102.62556,17.93532,
LAO-000086,20105001,B. Ilai-Nua,,LAO,Vientiane Capital,Naxaithong,102.503157,18.143822,
LAO-000087,20105002,B. Nongsa,,LAO,Vientiane Capital,Naxaithong,102.481127,18.269895,
LAO-000088,20105003,B. Nakha,,LAO,Vientiane Capital,Naxaithong,102.498247,18.209664,
LAO-000089,20105005,B. Naxaythong-Tai,,LAO,Vientiane Capital,Naxaithong,102.536278,18.079411,
LAO-000090,20105006,B. Songkhouakangsen,,LAO,Vientiane Capital,Naxaithong,102.501097,18.155403,
LAO-000091,20105007,B. Houaxang,,LAO,Vientiane Capital,Naxaithong,102.514217,18.091171,
LAO-000092,20105008,B. Phangheng,,LAO,Vientiane Capital,Naxaithong,102.547228,18.04911,
LAO-000093,20105009,B. Xaimoungkhoun,,LAO,Vientiane Capital,Naxaithong,102.547788,18.02941,
LAO-000094,20105011,B. Nonggnao,,LAO,Vientiane Capital,Naxaithong,102.587929,18.091671,
LAO-000095,20105012,B. Naxaythong-Tai,,LAO,Vientiane Capital,Naxaithong,102.536278,18.079411,
LAO-000096,20105013,B. Nongkhankhou,,LAO,Vientiane Capital,Naxaithong,102.50755,18.11881,
LAO-000097,20105014,B. Phoxai,,LAO,Vientiane Capital,Naxaithong,102.46602,18.25679,
LAO-000098,20105015,B. Sikeut,,LAO,Vientiane Capital,Naxaithong,102.53869,18.04099,
LAO-000099,20106001,B. Thangon,,LAO,Vientiane Capital,Xaythany,102.62208,18.131542,
LAO-000100,20106002,B. Dongdok,,LAO,Vientiane Capital,Xaythany,102.63456,18.0333,
LAO-000101,20106003,B. Thongmang,,LAO,Vientiane Capital,Xaythany,102.692951,18.232925,
LAO-000102,20106004,B. Viangkeo,,LAO,Vientiane Capital,Xaythany,102.63032,18.063411,
LAO-000103,20106005,B. Hatkiang,,LAO,Vientiane Capital,Xaythany,102.658221,18.178863,
LAO-000104,20106006,B. Donnoun,,LAO,Vientiane Capital,Xaythany,102.660481,18.04908,
LAO-000105,20106007,B. Houaxiang,,LAO,Vientiane Capital,Xaythany,102.791154,18.02972,
LAO-000106,20106008,B. Nonsa-At,,LAO,Vientiane Capital,Xaythany,102.656061,18.112572,
LAO-000107,20106009,B. Dongbang,,LAO,Vientiane Capital,Xaythany,102.735632,18.124252,
LAO-000108,20106010,B. Nangommai,,LAO,Vientiane Capital,Xaythany,102.819064,18.236275,
LAO-000109,20106011,B. Sivilai,,LAO,Vientiane Capital,Xaythany,102.63355,18.01798,
LAO-000110,20106012,B. Naphok,,LAO,Vientiane Capital,Xaythany,102.764793,18.129712,
LAO-000111,20106013,B. Veunkham,,LAO,Vientiane Capital,Xaythany,102.607849,18.166073,
LAO-000112,20106014,B. Thadindeng-Nua,,LAO,Vientiane Capital,Xaythany,102.772873,18.169333,
LAO-000113,20106015,B. Tanmixai,,LAO,Vientiane Capital,Xaythany,102.62925,18.03433,
LAO-000114,20106016,B. Phailom,,LAO,Vientiane Capital,Xaythany,102.777143,18.063091,
LAO-000115,20106017,B. Donnoun,,LAO,Vientiane Capital,Xaythany,102.660481,18.04908,
LAO-000116,20106018,B. Khoutsambat,,LAO,Vientiane Capital,Xaythany,102.686111,18.254925,
LAO-000117,20106019,B. Sivilai,,LAO,Vientiane Capital,Xaythany,102.63355,18.01798,
LAO-000118,20106020,B. Thadindeng-Tai,,LAO,Vientiane Capital,Xaythany,102.782963,18.167753,
LAO-000119,20106022,B. Somsamai,,LAO,Vientiane Capital,Xaythany,102.821814,18.135603,
LAO-000120,20106023,B. Phakhao,,LAO,Vientiane Capital,Xaythany,102.64333,18.01804,
LAO-000121,20106024,B. Khoksivilai,,LAO,Vientiane Capital,Xaythany,102.748933,18.073441,
LAO-000122,20106025,B. Dongdok,,LAO,Vientiane Capital,Xaythany,102.63456,18.0333,
LAO-000123,20106027,B. Xangkhou,,LAO,Vientiane Capital,Xaythany,102.64424,18.02735,
LAO-000124,20106028,B. Dongdok,,LAO,Vientiane Capital,Xaythany,102.63456,18.0333,
LAO-000125,20106029,B. Khoksivilai,,LAO,Vientiane Capital,Xaythany,102.748933,18.073441,
LAO-000126,20106030,B. Houana,,LAO,Vientiane Capital,Xaythany,102.76237,18.27112,
LAO-000127,20106031,B. Tanmixai,,LAO,Vientiane Capital,Xaythany,102.62939,18.03427,
LAO-000128,20106032,B. Na,,LAO,Vientiane Capital,Xaythany,102.63227,18.12782,
LAO-000129,20106033,B. Nonsa-At,,LAO,Vientiane Capital,Xaythany,102.6562,18.11251,
LAO-000130,20107001,B. Hom-Tai,,LAO,Vientiane Capital,Hadxaifong,102.642631,17.832085,
LAO-000131,20107002,B. Sithan-Tai,,LAO,Vientiane Capital,Hadxaifong,102.680871,17.831145,
LAO-000132,20107003,B. Simmano-Nua,,LAO,Vientiane Capital,Hadxaifong,102.841065,17.967799,
LAO-000133,20107004,B. Pava,,LAO,Vientiane Capital,Hadxaifong,102.739743,17.891357,
LAO-000134,20107005,B. Somhong,,LAO,Vientiane Capital,Hadxaifong,102.60911,17.883907,
LAO-000135,20107007,B. Salakham-Nua,,LAO,Vientiane Capital,Hadxaifong,102.648751,17.881186,
LAO-000136,20107010,B. Nongphong,,LAO,Vientiane Capital,Hadxaifong,102.785464,17.962188,
LAO-000137,20107011,B. Thanaleng,,LAO,Vientiane Capital,Hadxaifong,102.723822,17.886657,
LAO-000138,20107013,B. Somvang-Nua,,LAO,Vientiane Capital,Hadxaifong,102.63621,17.901667,
LAO-000139,20107014,B. Chiampang,,LAO,Vientiane Capital,Hadxaifong,102.646771,17.835435,
LAO-000140,20107015,B. Thadua,,LAO,Vientiane Capital,Hadxaifong,102.747703,17.893147,
LAO-000141,20107016,B. Pafang,,LAO,Vientiane Capital,Hadxaifong,102.63449,17.835685,
LAO-000142,20107017,B. Bo-O,,LAO,Vientiane Capital,Hadxaifong,102.61163,17.889887,
LAO-000143,20107018,B. Chiampang,,LAO,Vientiane Capital,Hadxaifong,102.646771,17.835435,
LAO-000144,20107019,B. Nonghai,,LAO,Vientiane Capital,Hadxaifong,102.649816,17.901081,
LAO-000145,20107020,B. Dongphosi,,LAO,Vientiane Capital,Hadxaifong,102.715872,17.891917,
LAO-000146,20107021,B. Nongheo,,LAO,Vientiane Capital,Hadxaifong,102.69029,17.87789,
LAO-000147,20107022,B. Nonghai,,LAO,Vientiane Capital,Hadxaifong,102.649955,17.901024,
LAO-000148,20108001,B. Pakton,,LAO,Vientiane Capital,Sangthong,102.287232,18.091561,
LAO-000149,20108002,B. Thanasa,,LAO,Vientiane Capital,Sangthong,102.160715,18.216631,
LAO-000150,20108003,B. Phialat,,LAO,Vientiane Capital,Sangthong,102.236481,18.217874,
LAO-000151,20108004,school Nathiam,,LAO,Vientiane Capital,Sangthong,102.21656,18.327261,
LAO-000152,20108005,B. Xo,,LAO,Vientiane Capital,Sangthong,102.108098,18.317006,
LAO-000153,20108006,B. Samphanna,,LAO,Vientiane Capital,Sangthong,102.316143,18.05575,
LAO-000154,20108007,B. Vangma,,LAO,Vientiane Capital,Sangthong,102.115703,18.364512,
LAO-000155,20109001,B. Don-Tai,,LAO,Vientiane Capital,Mayparkngum,103.06287,18.01934,
LAO-000156,20109002,B. Dongkalum,,LAO,Vientiane Capital,Mayparkngum,103.022389,18.00039,
LAO-000157,20109004,B. Xiengle-Tha,,LAO,Vientiane Capital,Mayparkngum,102.929377,18.205264,
LAO-000158,20109005,B. Phao,,LAO,Vientiane Capital,Mayparkngum,103.035789,18.128412,
LAO-000159,20109006,B. Naxon,,LAO,Vientiane Capital,Mayparkngum,102.987498,18.079691,
LAO-000160,20109007,B. Nongbouathong,,LAO,Vientiane Capital,Mayparkngum,102.902256,18.065191,
LAO-000161,20109008,B. Nabong,,LAO,Vientiane Capital,Mayparkngum,102.878336,18.176343,
LAO-000162,20109009,B. Somsavat,,LAO,Bolikhamsai,Mayparkngum,103.05521,18.184744,
LAO-000163,20109010,B. Maknao-Dong,,LAO,Vientiane Capital,Mayparkngum,102.958488,18.01736,
LAO-000164,20201001,B. Chommuang,,LAO,Phongsaly,Phongsaly,102.085345,21.694877,
LAO-000165,20201002,B. Mongchao,,LAO,Phongsaly,Phongsaly,102.090623,21.667223,
LAO-000166,20201003,B. Hatsa,,LAO,Phongsaly,Phongsaly,102.197487,21.742921,
LAO-000167,20201004,B. Ngay-Tai,,LAO,Phongsaly,Phongsaly,102.017614,21.861268,
LAO-000168,20201005,B. Hathin,,LAO,Phongsaly,Phongsaly,102.28408,22.024452,
LAO-000169,20201006,B. Kiou,,LAO,Phongsaly,Phongsaly,102.290126,21.716304,
LAO-000170,20201007,B. Va-Tai,,LAO,Phongsaly,Phongsaly,102.23245,21.836225,
LAO-000171,20202001,B. Naxong,,LAO,Phongsaly,May,102.722846,21.17245,
LAO-000172,20202002,B. Nalam,,LAO,Phongsaly,May,102.933026,21.637357,
LAO-000173,20202003,B. Pakphe,,LAO,Phongsaly,May,102.567551,21.320318,
LAO-000174,20202004,B. Sophoun,,LAO,Phongsaly,May,102.8047,21.17878,
LAO-000175,20202005,B. Salouang,,LAO,Phongsaly,May,102.819673,21.534581,
LAO-000176,20202007,B. Kioukacham,,LAO,Phongsaly,May,102.63876,21.142952,
LAO-000177,20202009,B. Phonxai,,LAO,Phongsaly,May,102.766284,21.431806,
LAO-000178,20202010,B. Palan,,LAO,Phongsaly,May,102.617174,21.438198,
LAO-000179,20203001,B. Natoun,,LAO,Phongsaly,Khua,102.505978,21.078734,
LAO-000180,20203004,B. Latxang,,LAO,Phongsaly,Khua,102.319768,21.101128,
LAO-000181,20203005,B. Sopkay,,LAO,Phongsaly,Khua,102.445344,21.048343,
LAO-000182,20203006,B. Hatyang,,LAO,Phongsaly,Khua,102.525237,21.072513,
LAO-000183,20203008,B. Sinxai,,LAO,Phongsaly,Khua,102.253908,21.102054,
LAO-000184,20203009,B. Senlat,,LAO,Phongsaly,Khua,102.50389,20.980965,
LAO-000185,20203010,B. Nambout,,LAO,Phongsaly,Khua,102.542721,20.906907,
LAO-000186,20203011,B. Bouamphan,,LAO,Phongsaly,Khua,102.13863,21.13129,
LAO-000187,20203012,B. Lahang-Gnai,,LAO,Phongsaly,Khua,102.330967,21.202794,
LAO-000188,20204004,B. Namli,,LAO,Phongsaly,Samphanh,102.111618,21.210673,
LAO-000189,20204005,B. Naxai,,LAO,Phongsaly,Samphanh,102.349478,21.345877,
LAO-000190,20204006,Longthang,,LAO,Phongsaly,Boontay,102.231278,21.558517,
LAO-000191,20204007,B. Axeu,,LAO,Phongsaly,Samphanh,102.211811,21.245458,
LAO-000192,20204008,B. Mouchi-Kang,,LAO,Phongsaly,Samphanh,102.245595,21.413476,
LAO-000193,20204009,B. Namhang,,LAO,Phongsaly,Samphanh,102.483306,21.46181,
LAO-000194,20204010,B. Muanghoun,,LAO,Phongsaly,Samphanh,102.300434,21.609865,
LAO-000195,20204011,B. Senkham,,LAO,Phongsaly,Samphanh,102.308061,21.507932,
LAO-000196,20204012,B. Eupa,,LAO,Phongsaly,Samphanh,102.19584,21.362495,
LAO-000197,20204013,B. Laoleo,,LAO,Phongsaly,Samphanh,102.271713,21.307587,
LAO-000198,20205001,B. Mailong,,LAO,Phongsaly,Boon Neua,101.908145,21.65606,
LAO-000199,20205002,B. Yo,,LAO,Phongsaly,Boon Neua,101.849464,21.509331,
LAO-000200,20205004,B. Boun-Nua,,LAO,Phongsaly,Boon Neua,101.904562,21.637226,
LAO-000201,20205005,B. Ngay-Nua,,LAO,Phongsaly,Boon Neua,101.902646,21.839954,
LAO-000202,20205006,B. Phiangxai,,LAO,Phongsaly,Boon Neua,101.861882,21.69432,
LAO-000203,20205007,B. Namphe,,LAO,Phongsaly,Boon Neua,101.874892,21.500373,
LAO-000204,20205008,B. Bounxai,,LAO,Phongsaly,Boon Neua,101.909033,21.65068,
LAO-000205,20205009,B. Phiachen-kao,,LAO,Phongsaly,Boon Neua,101.821823,21.467552,
LAO-000206,20206001,B. Phouxang,,LAO,Phongsaly,Nhot Ou,101.801837,22.13196,
LAO-000207,20206002,B. Ou Nua,,LAO,Phongsaly,Nhot Ou,101.795945,22.299601,
LAO-000208,20206003,B. Xeochay,,LAO,Phongsaly,Nhot Ou,101.739791,22.426933,
LAO-000209,20206004,B. Tang,,LAO,Phongsaly,Nhot Ou,101.827939,22.064462,
LAO-000210,20206005,B. La,,LAO,Phongsaly,Nhot Ou,101.704736,22.096927,
LAO-000211,20206006,B. Nalouang,,LAO,Phongsaly,Nhot Ou,101.738084,22.183832,
LAO-000212,20206007,B. Malitheua,,LAO,Phongsaly,Nhot Ou,101.942336,22.346472,
LAO-000213,20207001,B. Boun-Tai,,LAO,Phongsaly,Boontay,101.970481,21.391513,
LAO-000214,20207002,B. Samphanxai,,LAO,Phongsaly,Boontay,102.160124,21.445695,
LAO-000215,20207003,B. Longnay-Kao,,LAO,Phongsaly,Boontay,101.929119,21.26019,
LAO-000216,20207004,B. Namak,,LAO,Phongsaly,Boontay,101.967456,21.30836,
LAO-000217,20207005,B. Phiasou,,LAO,Phongsaly,Boontay,102.042954,21.430888,
LAO-000218,20301001,B. Louang,,LAO,Luang Namtha,Namtha,101.402101,20.951708,
LAO-000219,20301002,B. Thong-Om,,LAO,Luang Namtha,Namtha,101.407177,20.983793,
LAO-000220,20301003,B. Thongchai-Nua,,LAO,Luang Namtha,Namtha,101.414508,21.00915,
LAO-000221,20301004,B. Poung,,LAO,Luang Namtha,Namtha,101.421217,20.950806,
LAO-000222,20301005,B. Thongdi,,LAO,Luang Namtha,Namtha,101.427575,20.988971,
LAO-000223,20301006,B. Namngen,,LAO,Luang Namtha,Namtha,101.378851,20.966746,
LAO-000224,20301007,B. Namhom,,LAO,Luang Namtha,Namtha,101.40316,21.001559,
LAO-000225,20301008,B. Nateuy,,LAO,Luang Namtha,Namtha,101.646505,21.061739,
LAO-000226,20301009,B. Boten,,LAO,Luang Namtha,Namtha,101.665245,21.177687,
LAO-000227,20301010,B. Louang,,LAO,Luang Namtha,Namtha,101.402101,20.951708,
LAO-000228,20301011,B. Hatyong,,LAO,Luang Namtha,Namtha,101.459653,20.83842,
LAO-000229,20301012,B. Houaydam,,LAO,Luang Namtha,Namtha,101.592956,21.051437,
LAO-000230,20301013,B. Namhom,,LAO,Luang Namtha,Namtha,101.40316,21.001559,
LAO-000231,20301014,B. Phonxaisavang,,LAO,Luang Namtha,Namtha,101.398952,20.927797,
LAO-000232,20301016,B. Thase,,LAO,Luang Namtha,Namtha,101.280078,20.827372,
LAO-000233,20301017,B. Donxai,,LAO,Luang Namtha,Namtha,101.3547,21.097045,
LAO-000234,20301018,B. Tavan,,LAO,Luang Namtha,Namtha,101.48191,20.965702,
LAO-000235,20302001,B. Xianggnun,,LAO,Luang Namtha,Sing,101.144795,21.192119,
LAO-000236,20302002,B. Kangphonsi,,LAO,Luang Namtha,Sing,101.125861,21.171508,
LAO-000237,20302003,B. Nakham,,LAO,Luang Namtha,Sing,101.180068,21.182329,
LAO-000238,20302004,B. Namkeo-Noy,,LAO,Luang Namtha,Sing,101.162264,21.159391,
LAO-000239,20302005,B. Thong-Mai,,LAO,Luang Namtha,Sing,101.117999,21.166912,
LAO-000240,20302006,B. Mom,,LAO,Luang Namtha,Sing,101.167194,21.333205,
LAO-000241,20302007,B. Don-Mai,,LAO,Luang Namtha,Sing,101.119689,21.222119,
LAO-000242,20302012,B. Nalu,,LAO,Luang Namtha,Namtha,101.408865,20.932256,
LAO-000243,20302013,B. Muto-Kao,,LAO,Luang Namtha,Sing,100.908109,21.267265,
LAO-000244,20303001,B. Chomcheng,,LAO,Luang Namtha,Long,100.821274,20.961903,
LAO-000245,20303002,B. Louangphokham,,LAO,Luang Namtha,Long,100.997051,21.03765,
LAO-000246,20303003,B. Dongneng,,LAO,Luang Namtha,Long,100.811437,20.959024,
LAO-000247,20303005,"B. Phoulong,Mokchong",,LAO,Luang Namtha,Nalae,101.442848,20.699762,
LAO-000248,20303006,B. Somphan-Kao,,LAO,Luang Namtha,Long,100.799162,21.228529,
LAO-000249,20303008,B. Cha-Mai,,LAO,Luang Namtha,Long,100.843602,21.115657,
LAO-000250,20303010,B. meuangsa,,LAO,Luang Namtha,Long,100.610787,21.012162,
LAO-000251,20303011,B. Poungxay-Mai,,LAO,Luang Namtha,Long,100.626994,20.901052,
LAO-000252,20303012,B. Pakha,,LAO,Luang Namtha,Long,100.789008,20.953497,
LAO-000253,20304001,B. Thiao,,LAO,Luang Namtha,Viengphoukha,101.060895,20.679906,
LAO-000254,20304002,B. Namfa,,LAO,Luang Namtha,Viengphoukha,101.077193,20.62154,
LAO-000255,20304003,B. Namngeun,,LAO,Luang Namtha,Viengphoukha,101.054933,20.589039,
LAO-000256,20304004,B. Namsing,,LAO,Luang Namtha,Viengphoukha,101.208763,20.766702,
LAO-000257,20304005,viengsavang,,LAO,Luang Namtha,Viengphoukha,101.061959,20.687308,
LAO-000258,20304006,B. Namchili,,LAO,Luang Namtha,Viengphoukha,101.015321,20.555534,
LAO-000259,20304007,B. Pakkhan,,LAO,Luang Namtha,Viengphoukha,100.932425,20.69537,
LAO-000260,20304008,B. Phoulet,,LAO,Luang Namtha,Viengphoukha,101.128796,20.553756,
LAO-000261,20304009,B. Thalouang,,LAO,Luang Namtha,Viengphoukha,101.017192,20.743412,
LAO-000262,20304010,B. Don-Mai,,LAO,Luang Namtha,Viengphoukha,100.893278,20.549,
LAO-000263,20305001,B. Om,,LAO,Luang Namtha,Nalae,101.442374,20.540095,
LAO-000264,20305002,B. Naleng,,LAO,Luang Namtha,Nalae,101.352466,20.438874,
LAO-000265,20305003,B. Lao,,LAO,Luang Namtha,Nalae,101.458775,20.574084,
LAO-000266,20305004,B. Donthip,,LAO,Luang Namtha,Nalae,101.224651,20.368826,
LAO-000267,20305006,B. Hatdonxay,,LAO,Luang Namtha,Nalae,101.453977,20.547887,
LAO-000268,20305007,B. Phouhon,,LAO,Luang Namtha,Nalae,101.422911,20.490757,
LAO-000269,20305008,B. Longmounchomkeo,,LAO,Luang Namtha,Nalae,101.320321,20.539384,
LAO-000270,20305009,B. Mokgnom,,LAO,Luang Namtha,Nalae,101.362314,20.368705,
LAO-000271,20305010,B. Phouchale,,LAO,Luang Namtha,Nalae,101.525205,20.574989,
LAO-000272,20305013,B. Takheung,,LAO,Luang Namtha,Nalae,101.127377,20.31831,
LAO-000273,20305017,B. Phoula,,LAO,Oudomxay,Namor,101.54298,20.66718,
LAO-000274,20305018,B. Konlang,,LAO,Luang Namtha,Nalae,101.469779,20.48324,
