anio,codigo_establecimiento,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_zona,nombre_zona,codigo_barrio_localidad,nombre_barrio_localidad,codigo_institucion,nombre_institucion,sector_o_tipo_gestion,anho_cod_geo,primer_grado_hombre,primer_grado_mujer,segundo_grado_hombre,segundo_grado_mujer,tercer_grado_hombre,tercer_grado_mujer,cuarto_grado_hombre,cuarto_grado_mujer,quinto_grado_hombre,quinto_grado_mujer,sexto_grado_hombre,sexto_grado_mujer,septimo_grado_hombre,septimo_grado_mujer,octavo_grado_hombre,octavo_grado_mujer,noveno_grado_hombre,noveno_grado_mujer,total_matriculados_hombre,total_matriculados_mujer
2021,1701005,17,Alto Paraguay,4,Bahía Negra,1,Urbana,1,CENTRAL,2352,COLEGIO NACIONAL TTE. 1° ADOLFO ROJAS SILVA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,4,5,8,16,19
2021,1701014,17,Alto Paraguay,4,Bahía Negra,2,Rural,1704110,COM INDIG 14 DE MAYO KARCHABALUT,2604,ESCUELA BÁSICA N° 14500,Oficial,,0,2,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,5,6
2021,1703003,17,Alto Paraguay,4,Bahía Negra,2,Rural,1704160,SIERRA LEON,6078,ESCUELA BÁSICA N° 2261 SANTA LIBRADA,Oficial,,0,1,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,3,4
2021,1701007,17,Alto Paraguay,4,Bahía Negra,2,Rural,180,ZONA BAHIA NEGRA POTY,3108,ESCUELA BÁSICA N° 2483,Oficial,,5,11,7,3,5,3,8,7,2,5,5,8,2,8,5,5,8,3,47,53
2021,1701005,17,Alto Paraguay,4,Bahía Negra,1,Urbana,1,CENTRAL,3265,ESCUELA BÁSICA N° 419 TENIENTE PRIMERO ROJAS SILVA,Oficial,,8,6,17,8,20,5,10,6,7,7,15,15,0,0,0,0,0,0,77,47
2021,1701006,17,Alto Paraguay,4,Bahía Negra,1,Urbana,1704120,COM INDIG PUERTO DIANA,3120,ESCUELA BÁSICA N° 5825 CMDTE. RAMÓN ENRIQUE MARTINO,Oficial,,5,8,8,13,7,4,9,7,15,2,6,9,9,8,6,6,5,3,70,60
2021,1702009,17,Alto Paraguay,5,Carmelo Peralta,1,Urbana,2,VIRGEN DEL CARMEN,8859,COLEGIO NACIONAL CAPITÁN MARCIAL RAMÍREZ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,17,18,29,26,24,14,70,58
2021,1702011,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,225,PUERTO SASTRE - LA ESPERANZA SUB-URBANO,6331,COLEGIO NACIONAL LA ESPERANZA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,6,10,4,26,17
2021,1702005,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,210,PUERTO GUARANI - SUB URBANO,7755,COLEGIO NACIONAL PUERTO GUARANÍ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,4,9,5,23,17
2021,1702008,17,Alto Paraguay,5,Carmelo Peralta,1,Urbana,1705180,COM INDIG CUCAANI,9140,ESCUELA BÁSICA N° 1154 CEFERINO NAMUNCURA,Oficial,,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,3,3
2021,1702007,17,Alto Paraguay,5,Carmelo Peralta,1,Urbana,2,VIRGEN DEL CARMEN,9342,ESCUELA BÁSICA N° 1268 PDTE. CARLOS ANTONIO LÓPEZ,Oficial,,23,17,21,19,18,18,10,7,12,13,18,16,0,0,0,0,0,0,102,90
2021,1702006,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,210,PUERTO GUARANI - SUB URBANO,10106,ESCUELA BÁSICA N° 1456 DOMINGO MARTÍNEZ DE IRALA,Oficial,,16,10,19,15,8,11,14,11,8,9,9,6,0,0,0,0,0,0,74,62
2021,1702010,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,200,ISLA MARGARITA,8770,ESCUELA BÁSICA N° 596 PROFESOR DOCTOR LUIS MARÍA ARGAÑA,Oficial,,8,4,6,8,3,8,8,10,4,5,7,4,0,0,0,0,0,0,36,39
2021,1702021,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,1705004,SAN MIGUEL,12388,ESCUELA BÁSICA N° 7073 SAN MIGUEL,Oficial,,11,7,6,8,8,13,10,4,8,8,0,0,0,0,0,0,0,0,43,40
2021,1702024,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,130,COM INDIG GUIDA ICHAI,15360,ESCUELA BÁSICA N° 7404 JNACOIDE DOSAPEI,Oficial,,1,1,1,2,0,0,3,5,0,0,1,0,0,0,0,0,0,0,6,8
2021,1702027,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,160,COM INDIG PUNTA,16085,ESCUELA BÁSICA N° 7587 LA PUNTA Y TIOGAI,Oficial,,7,10,10,4,6,7,3,1,4,6,3,6,0,0,0,0,0,0,33,34
2021,1702011,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,225,PUERTO SASTRE - LA ESPERANZA SUB-URBANO,8439,ESCUELA BÁSICA N° 96 ALEJO GARCIA,Oficial,,7,5,13,6,13,8,5,6,3,11,4,6,0,0,0,0,0,0,45,42
2021,1701003,17,Alto Paraguay,1,Fuerte Olimpo,1,Urbana,1,URBANO OLIMPO,3918,COLEGIO NACIONAL MONSEÑOR ÁNGEL MUZZOLÓN,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,15,12,10,15,12,7,37,34
2021,1701004,17,Alto Paraguay,1,Fuerte Olimpo,1,Urbana,150,ZONA RIBERA OLIMPO,3467,ESCUELA BÁSICA N° 117 MAYOR RAMÓN BEJARANO,Oficial,,27,18,22,16,29,13,25,17,8,18,17,21,6,10,6,7,9,9,149,129
2021,1701012,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,150,ZONA RIBERA OLIMPO,2870,ESCUELA BÁSICA N° 1277 CORONEL DE INTENDENCIA MILITAR (S.R.) DON SAMPSON HARRISON,Oficial,,0,5,5,1,0,7,2,1,0,3,1,1,0,0,0,0,0,0,8,18
2021,1701015,17,Alto Paraguay,1,Fuerte Olimpo,1,Urbana,1,URBANO OLIMPO,1077,ESCUELA BÁSICA N° 14499,Oficial,,4,2,3,5,2,1,1,0,3,0,0,1,0,0,0,0,0,0,13,9
2021,1701011,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,230,ZONA TORO PAMPA OESTE,2892,ESCUELA BÁSICA N° 2390 MONSEÑOR ALEJO OVELAR COLMÁN,Privado Subvencionado,,0,3,0,3,6,4,6,3,2,2,2,9,6,2,7,7,12,4,41,37
2021,1701002,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,240,COM INDIG VIRGEN SANTISIMA,3970,ESCUELA BÁSICA N° 2484,Oficial,,8,1,3,5,2,4,4,4,7,5,5,4,5,0,1,3,4,0,39,26
2021,1701001,17,Alto Paraguay,1,Fuerte Olimpo,1,Urbana,1,SAN MIGUEL,4492,ESCUELA BÁSICA N° 5865 SAN MIGUEL ARCANGEL,Oficial,,6,7,7,4,6,13,4,5,5,4,4,1,0,0,0,0,0,0,32,34
2021,1701013,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,180,TORO PAMPA SUB-URBANO,2798,ESCUELA BÁSICA N° 5868 DOCTOR ANDRÉS RIVAROLA QUEIROLO,Oficial,,20,12,11,10,12,12,11,18,8,11,5,12,7,5,10,10,13,8,97,98
2021,1701017,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,210,MARIA AUXILIADORA,13665,ESCUELA BÁSICA N° 7270 MARÍA AUXILIADORA,Privado Subvencionado,,6,6,8,7,9,9,1,2,4,2,4,5,0,0,0,0,0,0,32,31
2021,1702026,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,210,MARIA AUXILIADORA,16084,ESCUELA BÁSICA N° 7875 MARÍA  AUXILIADORA,Oficial,,0,0,0,1,1,2,1,1,0,4,4,6,0,0,0,0,0,0,6,14
2021,1701023,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,1701190,ZONA FLORIDA,17098,ESCUELA BÁSICA N°  8077 TUPASY RENDA,Privado,,0,0,1,0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,5,4
2021,1703582,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,1701250,COM INDIG LA  ABUNDANCIA,999987,ESCUELA BÁSICA N° 8268 ABUNDANCIA,Oficial,,2,2,3,8,2,2,0,1,0,3,0,2,1,3,1,5,2,1,11,27
2021,1702023,17,Alto Paraguay,2,Puerto Casado,1,Urbana,2,DON BOSCO,6831,COLEGIO NACIONAL JUANA MARÍA DE LARA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,18,23,26,23,18,20,62,66
2021,1702004,17,Alto Paraguay,2,Puerto Casado,1,Urbana,2,DON BOSCO,6068,ESCUELA BÁSICA N° 1155 DOMINGO SAVIO,Privado Subvencionado,,8,15,13,12,26,10,12,14,18,10,10,19,19,13,12,14,8,9,126,116
2021,1702014,17,Alto Paraguay,2,Puerto Casado,2,Rural,320,COM INDIG MACHETE VAINA,8272,ESCUELA BÁSICA N° 14708,Oficial,,3,1,9,6,6,7,3,1,2,2,4,3,0,0,0,0,0,0,27,20
2021,1702003,17,Alto Paraguay,2,Puerto Casado,1,Urbana,4,SAN MIGUEL,7600,ESCUELA BÁSICA N° 2894 GENERAL  BERNARDINO CABALLERO,Oficial,,11,12,17,9,19,17,23,13,20,22,7,16,0,0,0,0,0,0,97,89
2021,1702013,17,Alto Paraguay,2,Puerto Casado,2,Rural,280,ZONA PUERTO CASADO,8107,ESCUELA BÁSICA N° 3730,Oficial,,7,1,3,4,1,5,3,6,1,4,4,1,6,3,8,5,1,3,34,32
