anio,codigo_establecimiento,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_zona,nombre_zona,codigo_barrio_localidad,nombre_barrio_localidad,codigo_institucion,nombre_institucion,sector_o_tipo_gestion,anho_cod_geo,primer_grado_hombre,primer_grado_mujer,segundo_grado_hombre,segundo_grado_mujer,tercer_grado_hombre,tercer_grado_mujer,cuarto_grado_hombre,cuarto_grado_mujer,quinto_grado_hombre,quinto_grado_mujer,sexto_grado_hombre,sexto_grado_mujer,septimo_grado_hombre,septimo_grado_mujer,octavo_grado_hombre,octavo_grado_mujer,noveno_grado_hombre,noveno_grado_mujer,total_matriculados_hombre,total_matriculados_mujer
2020,1701005,17,Alto Paraguay,04,Bahía Negra,1,Urbana,8984,CENTRAL,2352,COLEGIO NACIONAL TTE. 1° ADOLFO ROJAS SILVA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,2,3,12,15
2020,1701014,17,Alto Paraguay,04,Bahía Negra,2,Rural,52120,COM INDIG 14 DE MAYO KARCHABALUT,2604,ESCUELA BÁSICA N° 14500,Oficial,,1,1,3,0,2,1,1,1,0,1,0,2,0,0,0,0,0,0,7,6
2020,1701007,17,Alto Paraguay,04,Bahía Negra,2,Rural,8983,ZONA BAHIA NEGRA POTY,3108,ESCUELA BÁSICA N° 2483,Oficial,,9,3,5,3,7,8,3,6,6,8,2,7,6,6,9,3,1,6,48,50
2020,1701005,17,Alto Paraguay,04,Bahía Negra,1,Urbana,8984,CENTRAL,3265,ESCUELA BÁSICA N° 419 TENIENTE PRIMERO ROJAS SILVA,Oficial,,17,9,20,5,10,7,7,6,15,17,2,7,0,0,0,0,0,0,71,51
2020,1701006,17,Alto Paraguay,04,Bahía Negra,1,Urbana,52121,COM INDIG PUERTO DIANA,3120,ESCUELA BÁSICA N° 5825 CMDTE. RAMÓN ENRIQUE MARTINO,Oficial,,15,19,10,10,10,6,16,2,9,8,11,8,8,7,5,3,8,11,92,74
2020,1702009,17,Alto Paraguay,05,Carmelo Peralta,1,Urbana,9204,VIRGEN DEL CARMEN,8859,COLEGIO NACIONAL CAPITÁN MARCIAL RAMÍREZ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,27,26,26,14,19,8,72,48
2020,1702011,17,Alto Paraguay,05,Carmelo Peralta,2,Rural,9205,PUERTO SASTRE - LA ESPERANZA SUB-URBANO,6331,COLEGIO NACIONAL LA ESPERANZA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,4,12,2,29,13
2020,1702005,17,Alto Paraguay,05,Carmelo Peralta,2,Rural,9203,PUERTO GUARANI - SUB URBANO,7755,COLEGIO NACIONAL PUERTO GUARANÍ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,6,3,4,16,15
2020,1702007,17,Alto Paraguay,05,Carmelo Peralta,1,Urbana,9204,VIRGEN DEL CARMEN,9342,ESCUELA BÁSICA N° 1268 PDTE. CARLOS ANTONIO LÓPEZ,Oficial,,21,17,19,16,11,10,13,12,21,13,16,12,0,0,0,0,0,0,101,80
2020,1702006,17,Alto Paraguay,05,Carmelo Peralta,2,Rural,9203,PUERTO GUARANI - SUB URBANO,10106,ESCUELA BÁSICA N° 1456 DOMINGO MARTÍNEZ DE IRALA,Oficial,,23,15,6,10,15,12,11,10,9,6,7,8,0,0,0,0,0,0,71,61
