anio,codigo_establecimiento,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_zona,nombre_zona,codigo_barrio_localidad,nombre_barrio_localidad,codigo_institucion,nombre_institucion,sector_o_tipo_gestion,anho_cod_geo,primer_grado_hombre,primer_grado_mujer,segundo_grado_hombre,segundo_grado_mujer,tercer_grado_hombre,tercer_grado_mujer,cuarto_grado_hombre,cuarto_grado_mujer,quinto_grado_hombre,quinto_grado_mujer,sexto_grado_hombre,sexto_grado_mujer,septimo_grado_hombre,septimo_grado_mujer,octavo_grado_hombre,octavo_grado_mujer,noveno_grado_hombre,noveno_grado_mujer,total_matriculados_hombre,total_matriculados_mujer
2022,1701005,17,Alto Paraguay,4,Bahía Negra,1,Urbana,1,CENTRAL,2352,COLEGIO NACIONAL TTE. 1° ADOLFO ROJAS SILVA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,13,14,3,8,4,4,20,26
2022,1701014,17,Alto Paraguay,4,Bahía Negra,2,Rural,1704110,COM INDIG 14 DE MAYO KARCHABALUT,2604,ESCUELA BÁSICA N° 14500,Oficial,,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,3
2022,1703003,17,Alto Paraguay,4,Bahía Negra,2,Rural,1704160,SIERRA LEON,6078,ESCUELA BÁSICA N° 2261 SANTA LIBRADA,Oficial,,1,0,1,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,6,4
2022,1701007,17,Alto Paraguay,4,Bahía Negra,2,Rural,180,ZONA BAHIA NEGRA POTY,3108,ESCUELA BÁSICA N° 2483,Oficial,,11,13,7,11,7,3,5,4,9,6,2,6,5,7,2,11,5,5,53,66
2022,1701005,17,Alto Paraguay,4,Bahía Negra,1,Urbana,1,CENTRAL,3265,ESCUELA BÁSICA N° 419 TENIENTE PRIMERO ROJAS SILVA,Oficial,,18,12,10,6,26,10,16,6,11,6,6,9,0,0,0,0,0,0,87,49
2022,1701006,17,Alto Paraguay,4,Bahía Negra,1,Urbana,1704120,COM INDIG PUERTO DIANA,3120,ESCUELA BÁSICA N° 5825 CMDTE. RAMÓN ENRIQUE MARTINO,Oficial,,12,12,13,9,12,17,8,5,12,7,11,4,7,11,9,6,5,6,89,77
2022,1702009,17,Alto Paraguay,5,Carmelo Peralta,1,Urbana,2,VIRGEN DEL CARMEN,8859,COLEGIO NACIONAL CAPITÁN MARCIAL RAMÍREZ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,21,18,16,20,19,22,56,60
2022,1702011,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,225,PUERTO SASTRE - LA ESPERANZA SUB-URBANO,6331,COLEGIO NACIONAL LA ESPERANZA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,6,6,4,17,15
2022,1702005,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,210,PUERTO GUARANI - SUB URBANO,7755,COLEGIO NACIONAL PUERTO GUARANÍ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,5,4,4,21,15
2022,1702008,17,Alto Paraguay,5,Carmelo Peralta,1,Urbana,1705180,COM INDIG CUCAANI,9140,ESCUELA BÁSICA N° 1154 CEFERINO NAMUNCURA,Oficial,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
